path,target,final_link2007,final_link2024,distance2007,distance2024
Brain;Computer_science;Alan_Turing;England,Telephone,England,England,0,0
Addis_Ababa;Djibouti;India;Goa;<;Kerala,Kochi_%28India%29,Kerala,Kerala,0,0
Maxwell%27s_equations;James_Clerk_Maxwell;Edinburgh,Weasel,Edinburgh,Edinburgh,0,0
Roman_law;South_Africa;Giraffe;Mammal;Scientific_classification,Aardvark,Scientific_classification,Scientific_classification,0,0
Google;Juice;Fruit,Ant,Fruit,Fruit,0,0
Gaza_Strip;European_Union;Europe;Czech_Republic;Slovakia;<,National_Hockey_League,Czech_Republic,Czech_Republic,0,0
Wikipedia;Florida;United_States;Pacific_Ocean;Southern_Ocean;<,American_Samoa,United_States,,1,-1
Christopher_Columbus;Europe;United_Kingdom;Gravitation;Neptune,Isaac_Newton,Neptune,,0,-1
Napoleonic_Wars;War;Religion;Atheism;Socrates;Plato,Mu_Arae,Plato,Plato,0,0
Poetry;Sumer;Lettuce;Plant;Flower;<;Scientific_classification;<;Eukaryote;<,Borage,Plant,Plant,0,0
Art;Music;Hip_hop_music;United_Kingdom;Kylie_Minogue;Europe;United_Kingdom;Television;BBC,Eurovision_Song_Contest,BBC,,0,-1
Abbey;England,Music_of_the_Bahamas,England,England,0,0
Paleontology;Earth;Europe;Vatican_City;Pope_Benedict_XVI,Pope_John_Paul_II,Pope_Benedict_XVI,,0,-1
Applied_mathematics;Game_theory;Television;Film;Animation;The_Lion_King;Television,Toy_Story,The_Lion_King,,1,-1
Scots_language;4th_century;Christian_monasticism;Middle_Ages;Dark_Ages;Popular_culture,Flat_Earth,Popular_culture,Popular_culture,0,0
Mandan;Missouri_River;United_States;United_Kingdom;British_Empire,Anguilla,United_States,United_States,2,2
Horse;Agriculture;Fruit;Wine;<;Seed,Grape_seed_oil,Seed,Seed,0,0
Ireland;Europe;Asia;Japan;Nintendo;Nintendo_DS;<;Computer_and_video_games;<;Super_Mario_Bros.;<;<;Nintendo;Super_Mario_Bros.;<;Nintendo_DS;Computer_and_video_games;<;Japanese_yen;<;<;Super_Mario_Bros.;Mario;Television;<;<;<;<;Culture;<;Animation;<;Tokyo,Pikachu,Tokyo,Tokyo,0,0
Granite;Brazil;Dance;Hip_hop_music;Canada,Cheers,Canada,Canada,0,0
Rhodium%28III%29_chloride;Chlorine;Human,Anthony_van_Dyck,Human,Human,0,0
Brain;Emotion,Telephone,Emotion,Emotion,0,0
8th_century;England;Finance;Corporate_finance;Supply_chain_management,Newspaper,Supply_chain_management,Supply_chain_management,0,0
Pyramid;Ancient_Egypt;Africa;Agriculture;Food;Protein;Wheat;Turkey;Olive_oil;Greece;Turkey;Eastern_Orthodox_Church,Bean,Eastern_Orthodox_Church,Eastern_Orthodox_Church,0,0
Asteroid;Telescope;Galileo_Galilei;Netherlands;Germany;Iranian_peoples;German_language;Germany;Italy;France;Switzerland;Germany;European_Union;Europe,Viking,Europe,,0,-1
Constitution_of_May_3%2C_1791;Europe;18th_century;17th_century,Trigonometry,17th_century,17th_century,0,0
Asteroid;Color;Human;Swaziland;English_language;United_Kingdom;Europe;Sweden;<;Norway,Viking,English_language,,3,-1
Theatre;India;Africa;Herbivore;Animal,Zebra,Animal,Animal,0,0
Santa_Claus;Russia;Sputnik_1;Moon,Asteroid,Moon,,0,-1
Force;Archimedes,Seoul,Archimedes,Archimedes,0,0
Multiculturalism;Civil_rights;Human_rights;Religion;Buddhism;Buddha;<,History_of_Buddhism,Buddhism,,0,-1
Luftwaffe;Germany;Republic_of_Ireland;John_Millington_Synge;Samuel_Beckett;Dante_Alighieri;<;James_Joyce;<;<;William_Butler_Yeats,Irish_poetry,William_Butler_Yeats,,0,-1
Pyramid;Egyptian_pyramids,Bean,Egyptian_pyramids,Egyptian_pyramids,0,0
Neil_Young;Iraq_War;George_W._Bush;Stem_cell;Human;Mammal;Pig;<;North_America,Mixed-breed_dog,North_America,North_America,0,0
History_of_Russia;United_States;President_of_the_United_States;Theodore_Roosevelt;<;Theodore_Roosevelt;Scrooge_McDuck,The_Lorax,Scrooge_McDuck,Scrooge_McDuck,0,0
Phoenix_%28spacecraft%29;Germany;Adolf_Hitler;Propaganda;Nazism;Adolf_Hitler;Germany,Triumph_of_the_Will,Germany,,0,-1
War_in_Somalia_%282006%E2%80%93present%29;European_Union;Madrid;Pablo_Picasso,Francisco_Goya,Pablo_Picasso,Madrid,0,1
Hurricane_Ivan;United_States;Country;<;<,Constitution_of_May_3%2C_1791,Hurricane_Ivan,Hurricane_Ivan,0,0
Guatemala;United_Kingdom;London;London_Underground,Gas_turbine-electric_locomotive,London_Underground,London_Underground,0,0
Brain;Eye;Light;Sound;Music;Physics;James_Clerk_Maxwell;Electromagnetic_radiation;Alternating_current;Radio_frequency;Television;Internet;Optical_fiber,Telephone,Optical_fiber,,0,-1
Kangaroo;Milk;Magnesium;Salt;Sodium;Calcium_chloride;<;<;<;Periodic_table;List_of_elements_by_name;Krypton,Iron%28III%29_chloride,Krypton,Krypton,0,0
Beijing;Climate;Global_warming,Scottish_Highlands,Global_warming,Global_warming,0,0
Portugal;European_Union;United_Nations;Hindi;India;Indian_independence_movement,Rudyard_Kipling,Indian_independence_movement,Indian_independence_movement,0,0
Theatre;United_Kingdom;<;India;Africa,Zebra,Africa,Africa,0,0
Space_station;International_Space_Station,Acorn_Computers,International_Space_Station,International_Space_Station,0,0
Watch;Metal;Hydrogen,Mini,Hydrogen,Hydrogen,0,0
Mosque;Islam,Eyelid,Islam,Islam,0,0
Deconstructivism;Columbus%2C_Ohio,Music_of_the_Bahamas,Columbus%2C_Ohio,Columbus%2C_Ohio,0,0
George_IV_of_the_United_Kingdom;London;England;Culture;Romanticism,Chocolate,Romanticism,Romanticism,0,0
Poor_Law;16th_century;Time,Styracosaurus,Time,Time,0,0
Baker_Island;United_States;North_America;Dominica,Music_of_Dominica,Dominica,Dominica,0,0
Azerbaijani_people;Canada;Ice_hockey;Arctic;Iceland,Ice,Ice_hockey,,2,-1
Supply_chain_management;Logistics;Transport;Tree;Forest,Bird,Forest,,0,-1
Puerto_Rico;United_States;India;Kerala,Kochi_%28India%29,Kerala,Kerala,0,0
List_of_Asian_countries;List_of_European_countries;Greece;Pythagoras;<;<,Hippocrates,List_of_European_countries,List_of_European_countries,0,0
Pyramid;Mexico;Agriculture;Soybean;Bran,Bean,Bran,,0,-1
John_Seigenthaler%2C_Sr.;Nashville%2C_Tennessee,Oenothera,Nashville%2C_Tennessee,Nashville%2C_Tennessee,0,0
Theatre;Stage_%28theatre%29;Theatre_in_the_round,Zebra,Theatre_in_the_round,Theatre_in_the_round,0,0
Asteroid;Solar_System;Mars;Ancient_Rome,Viking,Ancient_Rome,Ancient_Rome,0,0
Nikola_Tesla;Supreme_Court_of_the_United_States,Tiger_Woods,Supreme_Court_of_the_United_States,Supreme_Court_of_the_United_States,0,0
Condoleezza_Rice;China;Biology,Jiaogulan,Biology,Biology,0,0
19th_century;England;English_language,Lord_Voldemort,English_language,English_language,0,0
Meitnerium;Chemical_element;Alchemy;Medicine;Alzheimer%27s_disease;<;Health;World_Health_Organization;AIDS;<;Malaria,Kuru_%28disease%29,Malaria,Malaria,0,0
Helium;Airship;Germany;United_States;Education_in_the_United_States;U.S._state;Florida;Amtrak;Chicago_and_North_Western_Railway;United_States;Erie_Canal;Canal;River;Mississippi_River;Minneapolis%2C_Minnesota;New_York_City;Boston%2C_Massachusetts;Global_city;Tourism;Transport;Automobile;Henry_Ford;Karl_Benz;Automobile;United_States;Chicago,United_States_Numbered_Highways,Chicago,,0,-1
The_Lion_King;Adolf_Hitler;Dam;Flood;River;Kubla_Khan,Swift,Kubla_Khan,Kubla_Khan,0,0
Existentialism;Philosophy;Thomas_Aquinas,Lithium,Thomas_Aquinas,Thomas_Aquinas,0,0
Natural_selection;Game_theory;Television;BBC;<;<;Television;Film;Charlie_Chaplin;Actor;Drama;Television,Morecambe_and_Wise,Television,Television,0,0
Boston_RFC;United_States;American_Revolutionary_War;<,Trumpet,United_States,United_States,0,0
Wine;Old_English_language;Scotland;Glasgow,Tiger_Woods,Glasgow,Glasgow,0,0
Asteroid;Earth,Viking,Earth,Earth,0,0
Lung_cancer;Cancer;Japan;Pacific_Ocean;Tsunami;Indian_Ocean;Strait_of_Malacca;Panama_Canal;Cape_Horn;Southern_Ocean;Ocean,Boat,Ocean,Ocean,0,0
Pyramid;Ancient_Egypt;Anemia,Bean,Anemia,Anemia,0,0
Shielded_metal_arc_welding;Alternating_current;Electricity;<;Information;Computer_science;<;<,Acorn_Computers,Alternating_current,Alternating_current,0,0
Death_Valley_National_Park;California;United_States;Washington%2C_D.C.,Jyllands-Posten_Muhammad_cartoons_controversy,Washington%2C_D.C.,Washington%2C_D.C.,0,0
Saint_Joan_%28play%29;Film;Color;Fish;Vertebrate;Bird;Gull;Wader;Heron;<;Bird;Cormorant;<;<;<;<;<;<;Vertebrate;Bird;Ostrich;<;<;<;<;<;<;Roman_Catholic_Church;Condoleezza_Rice;United_States;List_of_areas_in_the_National_Park_System_of_the_United_States,Whooping_Crane,List_of_areas_in_the_National_Park_System_of_the_United_States,List_of_areas_in_the_National_Park_System_of_the_United_States,0,0
Ruthenium;Mohs_scale_of_mineral_hardness;Mineral;Magnetism;Physics;Mathematics;Calculus;Gottfried_Leibniz;Physics,Fractal,Physics,,0,-1
Natural_disaster;United_Nations;Rio_de_Janeiro;Africa,Jamaica,Africa,Africa,0,0
Bobcat;Mexico,Music_of_the_Bahamas,Mexico,Mexico,0,0
Flag_of_the_Republic_of_China;Shanghai;<;China;People%27s_Republic_of_China;North_Korea;World_War_II;United_States;New_York_City;<,Henry_James,United_States,,0,-1
Sodium;Oxygen;Plant;Organism;Biology;Animal;Fish;The_Old_Man_and_the_Sea;Shark;Zebra_shark;<;Whale_shark;<;Blacktip_reef_shark;<,Nurse_sharks,Shark,Shark,0,0
New_moon;Sun;Photosynthesis;Plant;Animal,Chromatophore,Animal,Animal,0,0
Burundi;Africa;<,Social_contract_%28Malaysia%29,Burundi,Burundi,0,0
Pound_sterling;England,Plymouth,England,England,0,0
Brain;Bee,Telephone,Bee,Bee,0,0
Naval_Battle_of_Guadalcanal;Australia;World_War_II;Japan,July_2006_Java_earthquake,Japan,Japan,0,0
Pyramid;Mexico;Agriculture;Coffee,Bean,Coffee,,0,-1
Brain;Cell_%28biology%29;Energy;<;<,Telephone,Brain,Brain,0,0
Tin_whistle;Music_of_Ireland;United_States;Petroleum;Ethanol;Acetic_acid;Food;Peanut;Maize;Vegetable;Nutrition;Fatty_acid;Coconut_oil;Coconut;Fruit;Seed;Apple;Chile;New_Zealand;France;Paris;Tourism;Wine;Riesling;<;Fruit;Plum,Grape_seed_oil,Plum,,0,-1
Snow;Skiing;Ice;Ice_hockey;Olympic_Games;Sweden;Athletics_%28track_and_field%29,Citizen_Kane,Athletics_%28track_and_field%29,Athletics_%28track_and_field%29,0,0
M1_motorway;England,Ernest_Rutherford,England,England,0,0
Algebra;Muhammad_ibn_Musa_al-Khwarizmi;Ptolemy;India;Asia;Oceania;Papua_New_Guinea,Kuru_%28disease%29,Papua_New_Guinea,Papua_New_Guinea,0,0
11th_century;First_Crusade;Middle_Ages;16th_century;11th_century;First_Crusade,Plum,First_Crusade,First_Crusade,0,0
Flat_Earth;Europe;Carnivore;Meat;Anatomy;Human,Tooth_development,Human,Human,0,0
First_Macedonian_War;Egypt;Sahara;Desert;Animal;Mammal;Elephant_shrew;Bandicoot;Mammal;Scientific_classification;Evolution;United_States;Yellowstone_National_Park;Extinction;Biodiversity;Invasive_species;Australia;English_language;England;William_Shakespeare;<;The_Fens,Vole,The_Fens,,0,-1
Basking_shark;Fish;Fishing;Tuna,Meat,Tuna,Tuna,0,0
Song_Thrush;Melbourne,Vole,Melbourne,Melbourne,0,0
Isle_of_Wight;United_Kingdom;France;<;World_War_I;<;World_War_II;Nazi_Germany;<;Nuclear_weapon;Nuclear_fission;Albert_Einstein,Alfred_Nobel,Albert_Einstein,,0,-1
History_of_slavery;Frederick_Douglass;United_States;Florida;United_Kingdom;Scotland;Football,Tiger_Woods,Football,Football,0,0
Burkina_Faso;World_War_I,Ancient_Egypt,World_War_I,World_War_I,0,0
Theatre;United_States;Mississippi_River;River;Amazon_River;Africa;Giraffe;Lion,Zebra,Lion,,0,-1
The_Brothers_Karamazov;Europe;United_Nations;World_Health_Organization;Malaria;Tropics;Climate;Weather;Ethiopia;United_Nations;World_Health_Organization;Malaria;Sub-Saharan_Africa;Nigeria;World_Health_Organization;Smallpox;Common_cold;Bacteria;Virus;<;DNA;Nature,Ascariasis,Nature,Nature,0,0
HSBC;World_War_II;Nuclear_weapon;Uranium;Radon;<;Lead;Zinc;Iron;Cell_%28biology%29;Microscope,Anemia,Microscope,,0,-1
Lisbon;Hannibal_Barca;Africa;Camel;Mammal;Elephant_shrew;Bandicoot;Pig;Mammal;Bat;Rabies;Rabbit;Dog;Cat,Vole,Cat,,0,-1
Spanish_conquest_of_the_Inca_Empire;Horse;Mythology;Brothers_Grimm;Folklore;Mythology;Literature;Drawing;Salvador_Dal%C3%AD;Walt_Disney;Animation;The_Lion_King;The_Simpsons;Scooby-Doo;Looney_Tunes,The_Lorax,Looney_Tunes,Looney_Tunes,0,0
Edmund_Hillary;Ecology;Life;Animal;Magellanic_Penguin;Penguin;Great_Auk;Iceland;Arctic_Circle;Denmark,Puffin,Denmark,,0,-1
Vodafone;Australia;Sydney;Global_city;San_Francisco%2C_California;Architecture;Engineering;Three_Gorges_Dam;Yangtze_River;Irrigation;Canal;Panama_Canal;Panama,Bridge,Panama,,0,-1
Olaudah_Equiano;18th_century;Time;Albert_Einstein,Three_Laws_of_Robotics,Albert_Einstein,Albert_Einstein,0,0
Sphere;Archimedes;Ancient_Greece;Olympic_Games;Heracles;Odyssey;Epic_of_Gilgamesh,Wrestling,Epic_of_Gilgamesh,Epic_of_Gilgamesh,0,0
Mayotte;Africa;Guinea;Mali;Hippopotamus;Bacteria;Yeast;Fungus;Organism;Eukaryote;Animal;Insect,Pinworm,Insect,Insect,0,0
Sigmund_Freud;Carl_Jung;Switzerland;German_language,Folk_music,German_language,German_language,0,0
Xenon;Finland;United_Nations;Montreal;Canadian_English;Canada;United_Kingdom;House_of_Lords;British_House_of_Commons;Parliament_of_the_United_Kingdom;<;<;<;<;Ottawa;<;<;<;New_York_City;<;Canadian_English;English_language;England;Wales;Elizabeth_II_of_the_United_Kingdom,Celine_Dion,Elizabeth_II_of_the_United_Kingdom,Elizabeth_II_of_the_United_Kingdom,0,0
First_Council_of_Nicaea;Rome;Italy,Antonio_Vivaldi,Italy,,0,-1
Wikipedia;Encyclop%C3%A6dia_Britannica;<;World_Wide_Web;Internet,Publishing,Internet,Internet,0,0
New_Caledonia;Latin;Roman_Empire;Rome;Ancient_Rome;Ancient_Greece;Olympic_Games;Sport;<;1896_Summer_Olympics;<;1896_Summer_Olympics;<,Wrestling,Ancient_Rome,,2,-1
Tanzania;Africa;<;Zambia;Zambezi;<;AIDS,Chinyingi,AIDS,AIDS,0,0
Polar_ice_cap;Earth;United_States;Tennis;<;Sport;<;Baseball;Cricket;Lawn,Tiger_Woods,Lawn,Lawn,0,0
Julius_Caesar;France;Country;United_States;North_America;Mestizo;<;<;United_States_Declaration_of_Independence;American_Revolutionary_War,Sitting_Bull,American_Revolutionary_War,American_Revolutionary_War,0,0
Asteroid;Solar_System;Earth;North_America;<;Europe;Sweden;Norway,Viking,Sweden,Europe,1,2
BT_Tower;Television;Film;Animation;The_Lion_King,Tom_and_Jerry_%28MGM%29,The_Lion_King,The_Lion_King,0,0
Differential_equation;Mathematics;Ancient_Egypt;North_Africa;Islam;Saudi_Arabia;Iraq,Islamic_republic,Iraq,Iraq,0,0
Comics;Literature;Fiction;Novel;Literature;Film;DVD;Sony,The_Lord_of_the_Rings,Sony,,0,-1
Dakota%2C_Minnesota_and_Eastern_Railroad;United_States;World_Heritage_Site;Italy;Genoa,Leaning_Tower_of_Pisa,Genoa,Genoa,0,0
Popular_culture;Society;Science,Ascariasis,Science,Science,0,0
Asteroid;Earth;German_language;9th_century;Norway,Viking,9th_century,,1,-1
Montreal_Metro;Paris;New_York_City;Newark%2C_New_Jersey,Stage_%28theatre%29,Newark%2C_New_Jersey,Newark%2C_New_Jersey,0,0
Malaria;South_America;North_America;Rocky_Mountains;Metamorphic_rock;Calcite;<;Mineral;Calcite;Metamorphic_rock,Ammolite,Metamorphic_rock,Metamorphic_rock,0,0
Auguste_Rodin;France;United_States;United_States_Declaration_of_Independence;American_Revolutionary_War,Prime_Minister_of_the_United_Kingdom,American_Revolutionary_War,American_Revolutionary_War,0,0
Fossil;Latin;Rome,Art,Rome,Rome,0,0
Bangkok;Thailand;Malaysia;Indonesia;Earthquake,July_2006_Java_earthquake,Earthquake,Earthquake,0,0
List_of_universities_in_the_United_Kingdom;United_Kingdom;Isle_of_Man;Europe;Geology;Fossil;Carboniferous;Geology;History_of_Earth;Plate_tectonics;Crust_%28geology%29;<;Geology;Fossil;Jurassic;Cretaceous;Reptile;Mammal,Styracosaurus,Mammal,Mammal,0,0
King_Kong_%282005_film%29;New_York_City;Global_city;Stockholm;Sweden;Bj%C3%B6rn_Borg;Stockholm;Sweden;World_War_I;Nationalism;Human;Language;Linguistics;Culture;Religion;Christianity;John_Calvin,Emanuel_Swedenborg,Sweden,,12,-1
List_of_rivers_by_length;Missouri_River;18th_century;<;United_States;American_Civil_War;Fourteenth_Amendment_to_the_United_States_Constitution,Human_rights,Fourteenth_Amendment_to_the_United_States_Constitution,Fourteenth_Amendment_to_the_United_States_Constitution,0,0
Attention-deficit_hyperactivity_disorder;Zinc;Steel;19th_century;First_Transcontinental_Railroad;New_York_City;Atlantic_Ocean;North_Sea;Norway,Henry_H._Rogers,Norway,Norway,0,0
Isan;Mekong;Vietnam,Blue_shark,Vietnam,Vietnam,0,0
Rainforest;United_States;Broadcasting;Television;BBC,Sesame_Street,BBC,BBC,0,0
Proton;Electron;Quantum_mechanics,Liechtenstein,Quantum_mechanics,Quantum_mechanics,0,0
Asteroid;Color;Human;Family;Sociology;Human;Culture;Civilization;Indian_Ocean;Pacific_Ocean;Water;France;United_Kingdom;Europe,Viking,Europe,,0,-1
Kuwait;Great_Britain;United_Kingdom;The_Rolling_Stones;Rhythm_and_blues,Duran_Duran,Rhythm_and_blues,,0,-1
Jesus;Jordan_River;Dead_Sea;Health;Medicine;Alzheimer%27s_disease,Malaria,Alzheimer%27s_disease,,0,-1
Theatre;Stage_%28theatre%29,Zebra,Stage_%28theatre%29,Stage_%28theatre%29,0,0
Fashion;Game;Culture;<;Algorithm;Alan_Turing,Pac-Man,Alan_Turing,Alan_Turing,0,0
Elephant;Transport;Hovercraft;Boat;Industrial_Revolution;Steel;Bridge;Corrosion,Screw,Corrosion,,0,-1
Brussels;United_States;Education;Child,Toy,Child,,0,-1
Harald_Maddadsson;Outer_Hebrides;United_Kingdom;British_monarchy,Obi-Wan_Kenobi,British_monarchy,British_monarchy,0,0
Bill_Gates;United_States;Christopher_Columbus,Francis_Bacon,Christopher_Columbus,Christopher_Columbus,0,0
Cheese;United_States;North_America;Earth;Solar_System;Gravitation;Earth;Universe;<;Planet;Solar_System,Galaxy,Solar_System,,4,-1
Nobel_Peace_Prize;President_of_the_United_States;United_States,International_Red_Cross_and_Red_Crescent_Movement,United_States,United_States,0,0
List_of_countries;India;Kerala,Kochi_%28India%29,Kerala,Kerala,0,0
California;Oregon;United_States;Baseball;Babe_Ruth,Sandy_Koufax,Babe_Ruth,,0,-1
Hamburg;France,Time,France,France,0,0
Noam_Chomsky;Computer_science;Computer_programming;Microsoft;Television;Film;Animation;Motion_%28physics%29;Physics,The_Legend_of_Zelda_series,Physics,Physics,0,0
Pyramid;Paris;Middle_Ages;Ireland;Great_Britain;England,Bean,England,England,0,0
Game;Ludwig_Wittgenstein;Austria;European_Union;Europe,Constitution_of_May_3%2C_1791,Europe,Europe,0,0
Borage;Europe;Azerbaijan,Eurovision_Song_Contest,Azerbaijan,Azerbaijan,0,0
Weimar_Republic;World_War_I;<,Frank_Lloyd_Wright,Weimar_Republic,Weimar_Republic,0,0
55_Cancri_b;Cloud;Earth;Dinosaur;Theropoda;Saurischia;<,Troodon,Theropoda,,0,-1
Grand_Slam_%28tennis%29;Tennis;Cleveland%2C_Ohio;Superman,Child,Superman,Superman,0,0
Iranian_peoples;India;People%27s_Republic_of_China;Australia,Fauna_of_Australia,Australia,,0,-1
Asteroid;Jupiter;Comet_Shoemaker-Levy_9;Hubble_Space_Telescope,Viking,Hubble_Space_Telescope,Hubble_Space_Telescope,0,0
Damon_Hill;United_Kingdom;Europe;Herbivore;Plant,Borage,Plant,Plant,0,0
French_language;Vietnam,Pyongyang,Vietnam,Vietnam,0,0
The_Mismeasure_of_Man;Mexico;Agriculture;Barley,Coconut,Barley,,0,-1
Pyramid;Egypt;Agriculture;Soybean;Tofu,Bean,Tofu,,0,-1
Wren;Bird;Latin;English_language;William_Shakespeare;Poetry;Rapping,Modernist_poetry_in_English,Rapping,Rapping,0,0
Mustard_seed;Sugar;Malaria,Swift,Malaria,Malaria,0,0
Baltic_Sea;Arctic;Ocean;Earth;Moon;Solar_eclipse,Gravitation,Earth,Solar_eclipse,2,0
Dr._Seuss;World_War_II;Treaty_of_Versailles;France;List_of_countries_by_system_of_government;<,Government_of_France,France,,0,-1
Trumpet;Radio;Television;Film;Actor;The_Simpsons;Scooby-Doo;Batman;Superman;Film;Charlie_Chaplin;Elizabeth_II_of_the_United_Kingdom,Star_Wars,Elizabeth_II_of_the_United_Kingdom,,0,-1
Theatre;Brazil;Amazon_River,Zebra,Amazon_River,Amazon_River,0,0
Pyramid;Mexico;Maya_civilization;Aztec,Bean,Aztec,Mexico,0,2
Trinidad_and_Tobago;Christopher_Columbus;India;Goa,Kochi_%28India%29,Goa,Goa,0,0
Redwood_National_and_State_Parks;California;San_Francisco%2C_California;<;Los_Angeles%2C_California,Computer_and_video_games,Los_Angeles%2C_California,Los_Angeles%2C_California,0,0
Durham_Cathedral;Harry_Potter;United_States,July_2006_Java_earthquake,United_States,United_States,0,0
Yom_Kippur_War;World_War_II;Nazi_Germany;Adolf_Hitler;Propaganda;<,Triumph_of_the_Will,Adolf_Hitler,,0,-1
Citizenship;Switzerland;Norway;Currency;Money,Tiger_Woods,Money,Money,0,0
Baseball;South_America;Caribbean_Sea;<;North_America;Gulf_of_Mexico;Florida;The_Bahamas,Music_of_the_Bahamas,The_Bahamas,The_Bahamas,0,0
MINI_%28BMW%29;Mini;Welding,The_Lorax,Welding,Welding,0,0
Whale;United_States;Terrorism;<;Iraq;Iran;Pakistan,Economy_of_Pakistan,Pakistan,,0,-1
London_Underground;Double-decker_bus;United_Kingdom,Wrestling,United_Kingdom,United_Kingdom,0,0
Investment_banking;United_Kingdom,Battle_of_Lechaeum,United_Kingdom,United_Kingdom,0,0
Japanese_yen;English_language;Poetry;Odyssey;Athena,God,Athena,Athena,0,0
Ancient_history;Olympic_Games;Volleyball;<;Sport;Football_%28soccer%29;FIFA_World_Cup,Squash_%28sport%29,FIFA_World_Cup,FIFA_World_Cup,0,0
Art;21st_century;United_States;Apollo_11;Apollo_8;Seattle%2C_Washington,Airbus,Seattle%2C_Washington,Seattle%2C_Washington,0,0
Japan;Asia;Continent;Africa;Egypt;Mediterranean_Sea,Nile,Continent,Continent,3,3
Telephone;Star_Trek;Technology;Engineering;Steam_engine,Toy,Steam_engine,,0,-1
Plant;Sugar_beet,Borage,Sugar_beet,Sugar_beet,0,0
Pyramid;Earth;Weather;Season;Autumn;Harvest;Cereal;<;Agriculture;Food;<;Food;Protein;<;Protein;Human;<;Quantum_mechanics;<;Human;Africa;Atlantic_Ocean;Brazil;Soybean,Bean,Soybean,,0,-1
Water_purification;Drinking_water,Olympic_Games,Drinking_water,Drinking_water,0,0
Pyramid;Great_Pyramid_of_Giza,Bean,Great_Pyramid_of_Giza,Great_Pyramid_of_Giza,0,0
Asteroid;Earth;Life;<;Ice_age,Viking,Ice_age,Ice_age,0,0
Pyramid;Earth;Oxygen;Plant;Tree;Soil,Bean,Soil,,0,-1
Space_Shuttle_Columbia_disaster;George_W._Bush;September_11%2C_2001_attacks,Television,September_11%2C_2001_attacks,September_11%2C_2001_attacks,0,0
Apple;United_States;Plymouth,Cornell_University,Apple,,2,-1
Chemical_synapse;Computer;Electrical_engineering;Moon_landing,Three_Laws_of_Robotics,Moon_landing,Moon_landing,0,0
Virgil;United_States;American_football;Baseball;National_Hockey_League;Dallas%2C_Texas;Houston%2C_Texas;Time_zone;United_States;Mexico;<,Amarillo%2C_Texas,United_States,United_States,0,0
Slovenia;NATO;Cold_War;Dominican_Republic;Caribbean_Sea,Music_of_Trinidad_and_Tobago,Caribbean_Sea,Caribbean_Sea,0,0
Renminbi;Japanese_yen;Japan,Great_Red_Spot,Japan,Japan,0,0
Calvin_Coolidge;Telephone;Telecommunication;Communication;Writing;Library;Book;Library_of_Congress;Literature;Novel;Robinson_Crusoe;<;Pride_and_Prejudice,The_Lorax,Pride_and_Prejudice,Pride_and_Prejudice,0,0
Andrew_Dickson_White;Europe;Ice_age;Climate;Global_warming;<,Temperate,Climate,,0,-1
Fruit;Halloween;Great_Britain;England,New_Forest,England,England,0,0
Pyramid;Mexico;Brazil;Soybean;<;Soybean,Bean,Soybean,Mexico,0,2
Jackanory;England;Rome;Holy_Roman_Empire,Grape_seed_oil,Holy_Roman_Empire,Holy_Roman_Empire,0,0
Pyramid;United_States;Mexico;Salsa_music;<;Agriculture,Bean,Agriculture,,0,-1
Galaxy;Planet;Earth;Australia,Apricot,Australia,Australia,0,0
Stanis%C5%82aw_Koniecpolski;Poland;World_War_II;Soviet_Union;People%27s_Republic_of_China;Economics;Employment,Soil_salination,Employment,Employment,0,0
African_clawed_frog;South_Africa,The_Country_Wife,South_Africa,South_Africa,0,0
Earth;United_States;Antarctica;United_Kingdom;Queen_%28band%29;<,Royal_Parks_of_London,United_Kingdom,United_Kingdom,0,0
Measurement;United_States;Fine_art;<;Fine_art;Visual_arts;Photography,Andy_Warhol,Photography,,0,-1
Hydrochloric_acid;Middle_Ages;England;Richard_I_of_England;<;Acts_of_Union_1707;United_Kingdom,English_peasants%27_revolt_of_1381,United_Kingdom,United_Kingdom,0,0
Graphic_novel;Iran;World_War_II,Space_Shuttle_Challenger_disaster,World_War_II,World_War_II,0,0
Ouagadougou;Niger;France;Spain,Fruit,Spain,Spain,0,0
Theatre;Dance;Animal;Water;Life;Earth,Zebra,Earth,Earth,0,0
Louis_XIV_of_France;France;Roman_Empire;<;Middle_Ages;5th_century;1st_century_BC,Bronze_Age,1st_century_BC,,0,-1
Brain;Computer_science;Internet;Optical_fiber;Engineering,Telephone,Engineering,,0,-1
Andrew_Johnson;President_of_the_United_States;George_W._Bush;University_of_Texas_at_Austin;Dallas%2C_Texas;National_Hockey_League;Sport;Olympic_Games;1896_Summer_Olympics;Athletics_%28track_and_field%29;Sport;Football_%28soccer%29;Rugby_football,Wrestling,Rugby_football,,0,-1
Brain;Eye;<,Telephone,Brain,Brain,0,0
Asteroid;Mars;Roman_mythology;Mythology;Norse_mythology;Odin,Viking,Odin,Odin,0,0
Africa;Continent;Europe,PRR_GG1,Europe,Europe,0,0
Zebra_shark;Pacific_Ocean;Atlantic_Ocean;Europe,Wars_of_the_Roses,Europe,Europe,0,0
Police_state;United_Kingdom;Europe,Wrestling,Europe,Europe,0,0
Indus_Valley_Civilization;India;British_East_India_Company;United_Kingdom;List_of_countries_by_system_of_government;<;Tony_Blair;<;Parliament_of_the_United_Kingdom;<;<;United_Kingdom;Parliament_of_the_United_Kingdom,Politics_of_the_United_Kingdom,Parliament_of_the_United_Kingdom,,0,-1
